employee_id,gender,company_type,wfh_setup_available,designation,resource_allocation,mental_fatigue_score,hours_per_week,years_experience,team_size,burn_rate
EMP_05549,Male,Service,No,5,2.4,2.04,46,10,13,0.4213
EMP_05550,Male,Service,No,4,6.2,3.8,58,19,12,0.4958
EMP_05551,Male,Product,Yes,2,6.8,8.74,41,16,23,0.444
EMP_05552,Male,Product,Yes,4,5.7,5.46,43,8,8,0.6652
EMP_05553,Non-binary,Product,No,1,1.3,0.67,37,2,8,0.2015
EMP_05554,Female,Service,Yes,2,1.5,5.08,31,5,17,0.2376
EMP_05555,Female,Service,No,4,2.0,7.9,63,4,9,0.5125
EMP_05556,Female,Product,Yes,2,2.4,5.29,53,4,27,0.3887
EMP_05557,Male,Service,No,2,9.9,1.67,49,1,14,0.6379
EMP_05558,Female,Service,Yes,1,4.1,4.45,39,15,22,0.2399
EMP_05559,Male,Service,No,4,3.6,9.24,69,13,11,0.4961
EMP_05560,Female,Service,Yes,3,1.5,6.58,36,17,3,0.2594
EMP_05561,Male,Service,Yes,5,6.7,7.3,30,6,27,0.5073
EMP_05562,Non-binary,Product,Yes,2,6.9,7.86,39,13,26,0.5037
EMP_05563,Male,Service,Yes,2,2.6,0.91,34,12,18,0.2231
EMP_05564,Male,Service,Yes,2,9.3,5.82,69,12,20,0.5089
EMP_05565,Non-binary,Product,Yes,2,8.2,3.76,50,10,25,0.409
EMP_05566,Male,Service,No,5,3.1,1.39,38,2,9,0.4762
EMP_05567,Female,Service,Yes,3,5.4,2.03,58,15,20,0.3331
EMP_05568,Female,Product,No,1,5.1,7.81,60,19,10,0.4025
EMP_05569,Female,Service,Yes,3,4.1,1.61,56,4,24,0.5705
EMP_05570,Non-binary,Product,Yes,5,8.4,3.12,35,14,17,0.5284
EMP_05571,Non-binary,Service,Yes,4,2.0,2.85,60,1,8,0.4195
EMP_05572,Male,Service,No,1,4.7,0.49,65,1,29,0.4004
EMP_05573,Female,Product,No,1,4.9,4.62,31,18,23,0.2237
EMP_05574,Female,Product,Yes,4,5.2,7.66,50,15,14,0.4956
EMP_05575,Female,Service,No,2,8.8,0.22,63,11,29,0.5049
EMP_05576,Male,Product,Yes,5,3.0,1.13,51,18,17,0.453
EMP_05577,Female,Product,Yes,4,1.9,7.2,42,10,26,0.4005
EMP_05578,Non-binary,Product,Yes,3,6.6,5.94,48,4,17,0.6217
EMP_05579,Female,Product,Yes,3,2.6,7.15,62,14,12,0.3709
EMP_05580,Male,Product,Yes,4,1.7,2.3,67,18,11,0.41
EMP_05581,Male,Service,No,5,4.8,8.04,69,1,16,0.6837
EMP_05582,Male,Service,Yes,1,3.0,4.8,32,7,23,0.1692
EMP_05583,Female,Service,No,1,4.3,6.1,67,4,16,0.484
EMP_05584,Female,Service,Yes,2,3.3,0.92,48,4,19,0.2949
EMP_05585,Male,Product,Yes,5,1.8,2.05,36,18,13,0.2785
EMP_05586,Male,Product,No,3,6.0,7.73,44,9,8,0.4536
EMP_05587,Male,Product,No,3,1.2,2.24,67,2,14,0.466
EMP_05588,Male,Service,No,2,9.7,0.93,54,5,19,0.5921
EMP_05589,Female,Service,Yes,3,4.1,5.97,51,6,7,0.4697
EMP_05590,Female,Service,No,2,7.3,5.48,52,3,8,0.6114
EMP_05591,Male,Service,No,2,8.3,6.08,39,19,5,0.4009
EMP_05592,Male,Service,Yes,4,3.5,6.18,65,5,3,0.5524
EMP_05593,Male,Product,Yes,1,7.7,5.0,66,9,20,0.4978
EMP_05594,Non-binary,Product,Yes,5,8.5,4.94,36,6,16,0.6904
EMP_05595,Male,Product,Yes,5,3.2,9.24,54,5,14,0.5561
EMP_05596,Male,Product,Yes,1,9.9,5.34,69,6,14,0.6869
EMP_05597,Male,Service,No,5,1.2,6.17,53,15,13,0.3682
EMP_05598,Female,Product,Yes,3,3.0,2.67,34,11,21,0.2993
EMP_05599,Female,Service,No,3,8.0,8.71,50,18,5,0.62
EMP_05600,Female,Service,No,5,2.7,0.24,69,19,4,0.3453
EMP_05601,Male,Product,Yes,4,7.3,5.57,49,12,24,0.6109
EMP_05602,Male,Product,Yes,5,8.7,3.84,58,12,9,0.7922
EMP_05603,Male,Product,Yes,2,9.6,6.04,66,7,23,0.6565
EMP_05604,Female,Product,No,2,5.3,3.6,49,16,25,0.2867
EMP_05605,Male,Service,No,1,9.7,7.18,47,12,14,0.4954
EMP_05606,Female,Product,Yes,3,4.7,0.2,33,4,21,0.393
EMP_05607,Female,Service,No,4,3.0,4.06,40,10,29,0.4593
EMP_05608,Female,Service,Yes,5,5.6,8.31,51,17,23,0.4634
EMP_05609,Male,Service,No,2,6.8,2.5,43,15,15,0.4172
EMP_05610,Male,Service,Yes,3,5.1,0.53,57,8,21,0.3909
EMP_05611,Male,Product,Yes,3,6.1,4.97,33,14,6,0.3847
EMP_05612,Female,Product,Yes,4,4.7,9.77,45,18,24,0.4966
EMP_05613,Female,Product,Yes,4,5.7,0.64,67,8,14,0.599
EMP_05614,Male,Product,Yes,4,9.6,0.7,52,14,6,0.6518
EMP_05615,Male,Service,No,4,5.5,5.95,42,16,15,0.504
EMP_05616,Female,Service,Yes,2,3.3,2.5,49,19,22,0.2418
EMP_05617,Female,Product,No,4,7.8,4.1,34,7,9,0.5905
EMP_05618,Male,Product,Yes,3,4.0,8.31,48,17,8,0.3621
EMP_05619,Female,Product,No,3,8.3,1.99,50,5,14,0.6262
EMP_05620,Male,Service,No,5,1.5,7.19,34,13,14,0.3711
EMP_05621,Male,Service,No,3,4.0,5.04,43,18,18,0.4061
EMP_05622,Female,Service,Yes,3,1.8,9.05,65,18,15,0.2505
EMP_05623,Female,Service,Yes,2,1.8,9.73,35,19,19,0.1769
EMP_05624,Female,Product,No,3,6.9,4.85,34,18,10,0.4029
EMP_05625,Male,Product,Yes,1,4.5,5.85,53,17,3,0.3541
EMP_05626,Female,Product,Yes,3,8.8,7.46,58,4,14,0.6438
EMP_05627,Male,Product,Yes,5,5.6,3.19,58,17,27,0.5158
EMP_05628,Male,Service,No,5,3.7,2.27,31,19,22,0.3543
EMP_05629,Male,Service,No,4,7.5,9.65,35,8,9,0.6222
EMP_05630,Male,Service,No,2,6.6,4.33,63,1,23,0.5622
EMP_05631,Female,Product,Yes,5,8.2,0.02,41,7,14,0.6176
EMP_05632,Female,Product,Yes,1,6.8,8.38,51,8,28,0.4278
EMP_05633,Male,Product,No,1,2.5,6.0,33,5,21,0.1903
EMP_05634,Male,Product,Yes,4,7.0,1.69,35,9,15,0.4777
EMP_05635,Male,Service,Yes,2,4.5,0.3,32,7,26,0.3035
EMP_05636,Male,Product,Yes,2,5.2,2.91,42,4,12,0.3826
EMP_05637,Female,Service,Yes,3,9.3,9.28,52,8,4,0.7684
EMP_05638,Female,Service,Yes,1,4.2,9.33,64,2,29,0.4722
EMP_05639,Male,Product,Yes,1,6.5,3.11,55,5,28,0.4023
EMP_05640,Male,Service,Yes,1,4.3,8.36,38,3,5,0.3839
EMP_05641,Female,Product,Yes,1,1.9,4.42,52,5,14,0.1904
EMP_05642,Female,Service,No,5,5.1,6.54,33,1,7,0.6474
EMP_05643,Male,Service,Yes,2,6.4,3.34,63,7,7,0.4856
EMP_05644,Male,Service,Yes,3,4.7,5.16,66,10,7,0.5419
EMP_05645,Female,Product,No,5,4.5,2.94,37,16,9,0.4339
EMP_05646,Male,Product,No,2,8.4,0.61,63,1,10,0.6343
EMP_05647,Male,Product,Yes,4,1.3,1.39,66,17,26,0.3285
EMP_05648,Female,Product,No,1,3.7,2.91,35,4,29,0.1489
EMP_05649,Female,Service,Yes,3,8.3,9.76,36,16,21,0.5471
EMP_05650,Female,Service,Yes,2,9.3,9.66,68,9,26,0.6142
EMP_05651,Female,Product,Yes,4,4.7,8.28,65,8,18,0.5696
EMP_05652,Female,Product,Yes,1,9.0,2.33,34,19,12,0.4016
EMP_05653,Male,Product,No,4,2.8,4.42,32,17,15,0.3692
EMP_05654,Male,Product,Yes,4,3.0,4.4,46,10,4,0.4591
EMP_05655,Male,Product,Yes,5,8.6,3.87,48,17,6,0.5721
EMP_05656,Male,Product,No,4,9.1,0.45,30,16,4,0.4614
EMP_05657,Female,Service,Yes,5,3.0,5.35,66,9,23,0.5352
EMP_05658,Female,Product,No,5,1.5,0.73,38,5,5,0.4166
EMP_05659,Non-binary,Product,No,4,1.8,8.02,33,2,12,0.4388
EMP_05660,Female,Service,Yes,2,3.4,6.91,39,14,28,0.327
EMP_05661,Male,Product,No,4,7.9,3.53,61,17,13,0.5582
EMP_05662,Male,Service,Yes,4,5.6,6.47,30,13,5,0.4552
EMP_05663,Female,Service,Yes,2,5.1,2.33,52,13,7,0.3083
EMP_05664,Female,Service,Yes,1,6.3,2.65,46,13,22,0.4166
EMP_05665,Female,Product,No,3,9.0,3.14,59,18,8,0.6207
EMP_05666,Female,Product,No,1,1.8,7.97,56,1,23,0.3246
EMP_05667,Female,Service,Yes,4,7.3,2.11,44,4,28,0.5676
EMP_05668,Female,Service,Yes,1,9.3,5.63,67,5,15,0.5623
EMP_05669,Male,Product,Yes,3,2.9,2.0,36,11,7,0.3099
EMP_05670,Female,Product,No,1,8.5,2.85,62,2,5,0.5237
EMP_05671,Female,Product,No,3,7.3,2.35,34,2,22,0.5765
EMP_05672,Male,Product,No,1,1.1,6.45,68,16,14,0.2121
EMP_05673,Female,Service,No,5,3.1,5.27,63,3,5,0.5569
EMP_05674,Male,Product,Yes,4,6.5,7.21,32,6,21,0.5906
EMP_05675,Non-binary,Product,Yes,3,5.5,2.2,61,4,17,0.4437
EMP_05676,Male,Service,Yes,4,5.8,0.09,31,5,12,0.5076
EMP_05677,Female,Product,No,5,3.1,6.81,45,7,27,0.4927
EMP_05678,Male,Service,Yes,1,7.1,1.15,46,7,28,0.4116
EMP_05679,Female,Service,Yes,4,3.4,2.46,41,17,8,0.3733
EMP_05680,Male,Product,No,1,4.5,3.06,34,6,18,0.3687
EMP_05681,Male,Service,No,1,4.3,7.47,33,4,17,0.3445
EMP_05682,Male,Service,Yes,4,7.0,6.26,45,2,28,0.6611
EMP_05683,Female,Product,No,3,1.8,1.84,47,6,4,0.3045
EMP_05684,Male,Product,No,3,2.8,5.98,49,7,19,0.3558
EMP_05685,Male,Product,Yes,4,2.8,7.08,38,2,18,0.466
EMP_05686,Female,Service,Yes,3,2.0,3.89,45,18,5,0.2272
EMP_05687,Male,Service,Yes,2,2.9,2.46,64,10,21,0.3248
EMP_05688,Female,Product,Yes,1,6.5,6.79,58,7,6,0.5445
EMP_05689,Male,Service,No,4,7.6,6.11,59,9,22,0.7106
EMP_05690,Female,Product,Yes,5,6.9,0.78,49,19,7,0.4635
EMP_05691,Male,Service,Yes,4,5.3,6.67,51,19,15,0.5008
EMP_05692,Male,Service,Yes,4,1.5,4.89,52,2,22,0.4666
EMP_05693,Female,Product,Yes,1,9.6,7.53,65,12,4,0.5881
EMP_05694,Female,Service,Yes,5,2.5,1.91,51,19,29,0.4169
EMP_05695,Female,Service,No,1,7.0,2.58,30,6,14,0.4653
EMP_05696,Male,Service,Yes,3,9.2,5.43,50,1,19,0.731
EMP_05697,Male,Product,No,4,7.3,4.82,48,15,12,0.5266
EMP_05698,Male,Service,No,1,3.0,3.86,37,19,25,0.1307
EMP_05699,Non-binary,Service,Yes,2,3.8,7.46,34,14,11,0.2607
EMP_05700,Male,Product,No,4,1.3,5.65,69,13,11,0.4078
EMP_05701,Male,Product,No,3,6.5,7.1,58,5,29,0.6489
EMP_05702,Male,Product,Yes,1,6.5,1.53,47,2,19,0.3818
EMP_05703,Female,Service,Yes,1,7.5,7.29,58,15,11,0.4928
EMP_05704,Male,Service,No,2,1.1,4.62,44,16,16,0.2474
EMP_05705,Female,Product,No,3,8.4,0.34,60,7,19,0.5316
EMP_05706,Male,Service,Yes,2,7.6,2.34,44,6,19,0.4829
EMP_05707,Female,Product,Yes,4,2.3,0.26,32,17,4,0.194
EMP_05708,Male,Service,Yes,5,4.1,4.57,62,1,28,0.6409
EMP_05709,Female,Product,Yes,1,6.7,3.26,53,6,29,0.4067
EMP_05710,Female,Product,Yes,2,5.5,9.87,67,6,17,0.4824
EMP_05711,Male,Product,Yes,1,2.0,8.69,53,4,13,0.3738
EMP_05712,Non-binary,Product,Yes,1,1.8,8.26,42,8,24,0.1866
EMP_05713,Male,Service,Yes,2,8.0,5.01,56,9,27,0.561
EMP_05714,Non-binary,Service,Yes,1,2.4,8.07,62,10,7,0.2986
EMP_05715,Female,Product,Yes,3,2.5,2.67,48,8,11,0.3192
EMP_05716,Male,Product,Yes,3,8.5,5.61,54,2,11,0.6645
EMP_05717,Male,Product,Yes,5,6.5,3.93,35,17,16,0.4927
EMP_05718,Male,Service,No,3,6.4,1.71,62,1,10,0.6492
EMP_05719,Male,Service,No,2,5.3,0.73,54,14,13,0.4168
EMP_05720,Male,Product,Yes,3,6.1,5.58,52,5,14,0.5642
EMP_05721,Male,Service,Yes,5,6.4,0.98,46,9,9,0.6515
EMP_05722,Male,Product,Yes,4,9.7,7.18,50,17,5,0.6784
EMP_05723,Female,Service,Yes,4,3.0,9.21,49,6,28,0.4368
EMP_05724,Male,Service,Yes,2,2.9,1.62,41,1,5,0.3099
EMP_05725,Male,Service,Yes,5,1.5,4.71,42,18,16,0.4225
EMP_05726,Female,Service,No,3,6.9,7.39,47,11,6,0.5643
EMP_05727,Male,Service,Yes,5,5.9,2.87,51,4,27,0.6328
EMP_05728,Male,Service,Yes,1,2.0,9.21,53,6,16,0.3062
EMP_05729,Male,Service,No,5,4.3,8.88,62,8,16,0.6006
EMP_05730,Female,Product,No,3,2.6,1.04,32,19,5,0.3224
EMP_05731,Female,Product,Yes,2,4.0,0.27,46,15,15,0.2398
EMP_05732,Male,Product,Yes,1,9.6,9.76,68,19,10,0.588
EMP_05733,Female,Service,Yes,5,7.1,9.56,61,2,26,0.8199
EMP_05734,Male,Product,Yes,4,1.1,4.22,46,4,8,0.3413
EMP_05735,Female,Product,Yes,3,3.3,0.51,54,4,4,0.3775
EMP_05736,Female,Product,Yes,2,1.1,6.19,37,12,8,0.1232
EMP_05737,Female,Product,Yes,3,7.4,2.93,64,18,22,0.4632
EMP_05738,Male,Service,No,5,5.2,9.37,58,12,16,0.6331
EMP_05739,Male,Service,No,2,9.9,7.95,41,19,9,0.5091
EMP_05740,Male,Service,Yes,4,7.6,6.5,65,15,29,0.6503
EMP_05741,Female,Service,Yes,1,5.7,2.85,38,10,19,0.3707
EMP_05742,Female,Service,Yes,5,8.2,7.01,55,7,5,0.7285
EMP_05743,Female,Product,Yes,2,7.3,2.89,51,2,16,0.501
EMP_05744,Non-binary,Product,Yes,1,3.2,0.38,60,13,26,0.2875
EMP_05745,Male,Service,No,2,5.8,5.08,59,16,3,0.288
EMP_05746,Female,Product,No,5,6.0,4.89,44,8,28,0.6484
EMP_05747,Female,Product,No,2,5.1,7.63,62,1,14,0.4172
EMP_05748,Non-binary,Service,No,4,2.6,8.66,32,17,5,0.2535
EMP_05749,Non-binary,Product,No,2,3.0,3.54,63,15,21,0.2905
EMP_05750,Female,Product,No,5,3.5,4.49,46,14,14,0.3848
EMP_05751,Male,Product,No,2,1.1,4.7,34,7,26,0.1264
EMP_05752,Female,Product,Yes,1,9.3,3.24,59,19,16,0.4716
EMP_05753,Male,Product,Yes,1,7.2,7.43,44,10,3,0.4106
EMP_05754,Female,Product,Yes,3,7.2,5.22,68,11,28,0.5597
EMP_05755,Female,Service,No,3,6.2,9.14,37,5,7,0.5121
EMP_05756,Male,Service,Yes,4,7.2,6.5,67,7,9,0.6042
EMP_05757,Female,Product,Yes,1,9.8,2.12,57,12,22,0.5636
EMP_05758,Male,Service,Yes,3,4.5,1.65,50,2,28,0.4286
EMP_05759,Male,Product,No,2,7.4,3.72,39,7,21,0.503
EMP_05760,Male,Product,Yes,4,4.2,3.47,57,5,28,0.511
EMP_05761,Female,Product,No,5,8.7,4.07,50,12,8,0.6677
EMP_05762,Non-binary,Service,No,3,8.7,1.84,57,4,23,0.628
EMP_05763,Non-binary,Product,No,3,9.1,9.78,51,19,20,0.6172
EMP_05764,Male,Service,Yes,1,1.0,1.46,67,3,8,0.332
EMP_05765,Female,Service,Yes,4,3.7,6.53,48,17,13,0.4467
EMP_05766,Female,Product,Yes,1,2.2,0.13,67,4,5,0.2967
EMP_05767,Male,Service,Yes,1,5.1,4.07,53,9,11,0.3663
EMP_05768,Male,Service,Yes,4,5.5,3.09,57,2,5,0.5543
EMP_05769,Male,Product,No,2,3.3,3.82,42,10,27,0.2755
EMP_05770,Female,Product,Yes,3,7.5,4.98,38,9,8,0.4614
EMP_05771,Female,Service,No,1,3.4,6.0,38,8,26,0.2422
EMP_05772,Female,Service,No,3,8.7,5.84,50,18,11,0.5538
EMP_05773,Male,Product,Yes,4,2.6,6.31,53,11,10,0.4081
EMP_05774,Female,Product,No,2,4.3,8.45,60,19,29,0.3234
EMP_05775,Male,Product,No,5,6.6,8.87,58,18,4,0.644
EMP_05776,Male,Product,Yes,2,6.4,7.37,69,19,21,0.4067
EMP_05777,Female,Product,Yes,4,1.7,0.79,39,17,26,0.255
EMP_05778,Male,Service,Yes,2,8.6,9.61,33,17,18,0.5839
EMP_05779,Female,Service,Yes,5,6.4,9.47,32,15,7,0.6142
EMP_05780,Male,Product,No,1,8.8,7.12,42,16,12,0.4162
EMP_05781,Female,Service,Yes,2,8.8,5.17,50,17,22,0.558
EMP_05782,Male,Service,No,4,5.9,2.51,37,8,24,0.4664
EMP_05783,Female,Product,Yes,2,9.2,7.56,38,7,14,0.593
EMP_05784,Male,Product,Yes,5,8.6,8.78,30,4,14,0.7935
EMP_05785,Male,Product,Yes,4,9.6,6.65,43,7,8,0.6813
EMP_05786,Female,Service,Yes,2,8.7,6.29,41,11,16,0.5601
EMP_05787,Male,Product,Yes,4,8.4,1.93,65,3,9,0.7107
EMP_05788,Female,Service,Yes,5,5.2,3.58,51,2,23,0.5884
EMP_05789,Non-binary,Product,No,1,2.9,7.23,65,1,3,0.4292
EMP_05790,Male,Product,No,5,9.2,0.17,45,6,16,0.7326
EMP_05791,Male,Product,Yes,1,7.5,6.41,40,14,17,0.33
EMP_05792,Female,Product,Yes,3,3.5,7.67,32,4,15,0.3844
EMP_05793,Non-binary,Service,Yes,5,4.1,3.35,63,16,26,0.4364
EMP_05794,Female,Service,Yes,1,7.2,0.76,54,10,3,0.3411
EMP_05795,Male,Product,No,3,5.3,8.19,55,5,22,0.5278
EMP_05796,Female,Service,No,3,1.7,1.42,32,11,21,0.2512
EMP_05797,Male,Service,No,3,2.3,3.71,49,1,21,0.4521
EMP_05798,Non-binary,Product,Yes,4,7.7,7.07,60,17,8,0.5174
EMP_05799,Non-binary,Service,No,5,4.0,8.17,30,14,26,0.3798
EMP_05800,Male,Product,Yes,5,5.6,8.62,55,7,7,0.7079
EMP_05801,Male,Service,No,5,7.9,5.3,54,14,24,0.6099
EMP_05802,Male,Product,Yes,5,7.8,4.76,40,1,24,0.6311
EMP_05803,Male,Service,Yes,4,2.5,8.48,45,6,19,0.5232
EMP_05804,Female,Product,Yes,5,1.9,5.63,49,7,17,0.444
EMP_05805,Male,Service,Yes,1,6.3,5.79,67,11,9,0.4263
EMP_05806,Male,Service,No,3,7.7,4.34,31,10,19,0.4622
EMP_05807,Male,Product,No,4,2.3,3.73,58,3,14,0.4164
EMP_05808,Non-binary,Product,Yes,4,4.3,4.81,36,19,9,0.35
EMP_05809,Female,Product,No,5,8.8,3.65,69,2,15,0.8318
EMP_05810,Male,Service,Yes,3,9.5,3.44,54,12,10,0.6385
EMP_05811,Male,Product,Yes,1,5.1,9.94,33,12,6,0.2267
EMP_05812,Non-binary,Service,No,3,1.7,3.36,63,1,10,0.4951
EMP_05813,Female,Product,No,2,3.3,2.56,54,14,24,0.289
EMP_05814,Male,Product,Yes,3,3.1,3.54,37,11,18,0.336
EMP_05815,Male,Product,Yes,1,3.2,5.91,61,8,18,0.3712
EMP_05816,Male,Product,Yes,1,5.4,9.11,47,9,24,0.3712
EMP_05817,Male,Service,No,1,6.2,7.88,69,18,13,0.4329
EMP_05818,Female,Service,No,4,2.1,8.42,40,13,29,0.3574
EMP_05819,Female,Product,Yes,4,9.0,8.59,66,4,11,0.7633
EMP_05820,Male,Product,No,2,6.6,9.21,68,16,24,0.4997
EMP_05821,Female,Product,Yes,3,6.4,2.35,65,3,13,0.5632
EMP_05822,Male,Service,Yes,5,9.9,4.58,39,4,7,0.7172
EMP_05823,Female,Product,No,2,6.7,3.85,35,4,12,0.4713
EMP_05824,Female,Service,Yes,5,9.4,3.82,45,8,28,0.7279
EMP_05825,Male,Service,Yes,5,3.6,6.52,54,11,8,0.5203
EMP_05826,Male,Product,No,2,3.2,4.02,63,3,18,0.4885
EMP_05827,Female,Service,Yes,3,5.6,6.16,60,19,14,0.4543
EMP_05828,Male,Product,Yes,5,5.6,3.82,37,6,10,0.542
EMP_05829,Male,Product,No,4,3.0,3.11,46,3,27,0.4633
EMP_05830,Male,Product,No,4,7.3,3.53,43,4,28,0.7229
EMP_05831,Non-binary,Product,No,2,1.3,8.04,59,4,15,0.2897
EMP_05832,Male,Product,Yes,5,7.2,6.01,47,2,15,0.785
EMP_05833,Female,Product,Yes,2,5.1,9.74,65,16,18,0.4504
EMP_05834,Male,Product,No,4,7.2,8.33,50,5,28,0.6519
EMP_05835,Female,Product,Yes,2,5.3,4.86,60,15,13,0.3869
EMP_05836,Female,Service,Yes,5,9.8,2.42,62,5,26,0.7818
EMP_05837,Female,Service,Yes,5,4.0,6.74,52,12,10,0.4258
EMP_05838,Male,Product,Yes,4,9.8,7.27,67,19,25,0.6931
EMP_05839,Female,Product,Yes,1,1.6,4.64,34,15,15,0.1683
EMP_05840,Female,Product,No,1,7.2,2.3,44,6,3,0.4285
EMP_05841,Male,Service,No,3,5.1,5.57,59,1,22,0.5342
EMP_05842,Male,Service,Yes,4,8.4,2.54,45,5,22,0.6089
EMP_05843,Male,Product,No,3,8.1,9.4,69,19,21,0.589
EMP_05844,Male,Product,No,4,8.2,6.29,58,11,6,0.6806
EMP_05845,Female,Product,No,5,1.9,2.92,57,14,4,0.4539
EMP_05846,Male,Product,Yes,4,8.4,2.16,35,14,21,0.4481
EMP_05847,Male,Service,Yes,2,2.9,7.17,34,2,21,0.3213
EMP_05848,Female,Service,Yes,3,1.2,7.08,67,5,12,0.4377
EMP_05849,Male,Product,Yes,4,3.0,5.97,54,9,19,0.387
EMP_05850,Male,Product,Yes,3,5.3,6.14,57,17,25,0.4248
EMP_05851,Male,Product,Yes,4,7.7,6.04,30,19,22,0.5202
EMP_05852,Non-binary,Product,Yes,1,3.0,3.6,43,15,10,0.1961
EMP_05853,Female,Service,Yes,3,2.0,9.37,48,2,11,0.4175
EMP_05854,Female,Product,Yes,5,6.8,4.79,60,9,20,0.6014
EMP_05855,Male,Product,Yes,5,9.9,0.2,44,11,4,0.6643
EMP_05856,Female,Product,No,4,6.4,3.48,48,6,20,0.5877
EMP_05857,Male,Service,Yes,5,7.2,1.3,67,15,10,0.6654
EMP_05858,Male,Service,No,5,6.1,3.63,61,4,4,0.6487
EMP_05859,Male,Product,No,3,8.0,6.08,60,15,24,0.6254
EMP_05860,Female,Product,No,4,9.8,0.23,66,18,18,0.6486
EMP_05861,Male,Product,No,3,5.9,8.7,55,7,7,0.5467
EMP_05862,Male,Service,No,4,4.8,6.1,54,16,12,0.5332
EMP_05863,Male,Product,Yes,5,8.7,2.95,69,3,11,0.6956
EMP_05864,Male,Product,No,4,9.7,3.11,37,12,4,0.4985
EMP_05865,Female,Product,No,4,2.2,4.66,33,7,18,0.403
EMP_05866,Male,Service,No,2,6.2,2.48,60,9,18,0.4573
EMP_05867,Female,Product,Yes,4,8.1,0.04,61,10,19,0.6502
EMP_05868,Male,Product,Yes,2,5.8,0.27,63,1,4,0.5156
EMP_05869,Female,Service,No,3,4.7,3.58,32,12,28,0.3831
EMP_05870,Female,Service,No,2,6.9,1.24,55,18,7,0.4388
EMP_05871,Male,Service,No,3,3.4,0.22,33,1,10,0.431
EMP_05872,Male,Service,Yes,4,4.1,8.59,31,18,26,0.386
EMP_05873,Female,Product,Yes,3,9.9,2.74,48,7,4,0.7077
EMP_05874,Female,Product,Yes,5,6.7,5.03,52,17,14,0.5419
EMP_05875,Male,Service,Yes,4,8.9,1.79,54,13,15,0.6464
EMP_05876,Male,Product,Yes,2,8.3,0.47,36,10,18,0.3927
EMP_05877,Female,Service,Yes,1,6.9,7.45,37,14,7,0.3354
EMP_05878,Female,Service,Yes,4,8.6,1.25,32,1,14,0.6744
EMP_05879,Male,Product,Yes,5,3.6,0.26,52,6,17,0.5424
EMP_05880,Male,Product,Yes,3,6.7,5.87,62,4,4,0.5981
EMP_05881,Male,Service,No,2,6.3,0.13,57,19,14,0.4315
EMP_05882,Female,Service,No,2,6.6,4.36,51,15,25,0.341
EMP_05883,Male,Service,No,5,2.5,2.89,64,19,12,0.4582
EMP_05884,Non-binary,Product,Yes,5,3.5,3.19,63,12,10,0.4932
EMP_05885,Male,Product,No,4,3.6,0.04,59,14,23,0.3152
EMP_05886,Male,Product,Yes,1,6.4,9.64,65,3,13,0.4842
EMP_05887,Female,Product,No,1,9.8,5.17,43,4,14,0.546
EMP_05888,Female,Product,No,3,9.6,5.73,38,3,19,0.6063
EMP_05889,Female,Service,Yes,2,3.0,6.66,51,12,9,0.2674
EMP_05890,Male,Service,No,4,3.7,7.98,57,9,17,0.5208
EMP_05891,Female,Service,Yes,2,1.3,6.08,43,19,21,0.1373
EMP_05892,Female,Product,Yes,4,4.6,7.62,44,16,4,0.3236
EMP_05893,Male,Product,No,5,8.5,4.49,66,1,8,0.8213
EMP_05894,Male,Service,Yes,3,9.2,3.71,53,14,4,0.5559
EMP_05895,Male,Product,Yes,5,3.1,8.23,63,13,16,0.5765
EMP_05896,Male,Product,No,2,3.4,8.65,32,12,28,0.2501
EMP_05897,Female,Product,Yes,3,3.0,1.38,52,5,10,0.3071
EMP_05898,Male,Service,No,4,4.2,5.43,49,3,18,0.5105
EMP_05899,Non-binary,Service,No,4,8.2,6.84,44,2,21,0.6313
EMP_05900,Male,Product,Yes,3,6.8,0.84,45,11,20,0.4247
EMP_05901,Female,Service,Yes,5,8.1,9.3,36,2,26,0.7061
EMP_05902,Male,Product,Yes,3,6.2,5.2,62,16,15,0.4791
EMP_05903,Male,Product,Yes,5,3.3,6.45,48,8,8,0.4849
EMP_05904,Male,Service,Yes,3,3.1,1.78,47,3,6,0.3904
EMP_05905,Male,Service,Yes,5,1.1,2.64,47,4,23,0.4488
EMP_05906,Female,Service,Yes,1,8.0,1.21,32,4,12,0.4309
EMP_05907,Male,Service,Yes,3,8.6,2.64,32,8,17,0.5538
EMP_05908,Female,Service,No,5,7.9,4.92,65,6,25,0.7831
EMP_05909,Male,Service,No,2,1.7,8.34,45,14,14,0.2112
EMP_05910,Male,Service,No,2,7.9,5.34,52,15,22,0.4839
EMP_05911,Male,Service,Yes,3,1.4,2.44,52,17,14,0.245
EMP_05912,Female,Service,Yes,3,2.0,0.45,44,5,29,0.2547
EMP_05913,Female,Service,No,4,5.0,6.22,38,1,9,0.4354
EMP_05914,Male,Product,Yes,5,5.3,4.2,69,12,8,0.6004
EMP_05915,Male,Service,Yes,3,8.3,9.84,67,19,7,0.5375
EMP_05916,Male,Product,No,2,7.1,7.8,47,12,21,0.5564
EMP_05917,Non-binary,Product,Yes,2,2.4,8.08,67,11,16,0.3927
EMP_05918,Female,Service,Yes,2,3.0,0.12,35,9,3,0.2024
EMP_05919,Male,Product,No,5,3.6,7.78,66,19,26,0.3967
EMP_05920,Female,Product,No,1,2.1,1.95,35,4,13,0.1565
EMP_05921,Male,Service,Yes,3,3.6,5.86,50,13,25,0.3803
